id,name,rating,review_count,open_pass_midnight,state
1wTmCH79wuRAOMSVPjln_w,Taco Bell,1.5,42,True,VA
1yU9JEJ6QxR4GHjVBgKK5Q,9 Padthai,4.5,136,False,VA
22H2ivVbz2jynTv4N9eqHg,McDonald's,2.0,32,True,VA
22aD4k6tzbm5bIpiNBhkOg,Meridian Pint,4.5,17,False,VA
25drr0ej_Lp0xQrvIU2rjg,Eddie V's Prime Seafood,4.0,727,False,VA
26jnjHIIxR7rN3nfbCQ9wQ,Rosita's Restaurant,3.5,57,False,VA
26wAxnrT6NdSGg5EGHK2Qg,Le Refuge Restaurant,4.0,174,False,VA
284h7KbkyV1UfGJ6nmY9jQ,Genji,4.0,6,False,VA
289_Y_bV6p_Ej1bfBOKvow,Halalco Supermarket,3.0,45,False,VA
290vsiq3XKfp34fYQ24Lpw,Osteria Marzano,4.0,302,False,VA
2ABqYpjnFL3x6uvTxyWRzw,Taco Bell,3.5,33,False,VA
2JmPxQWCFYQL3qba-Oo40w,Panera Bread,2.5,86,False,VA
2S8-xI6JkldBX4PkWbiKhA,Quarterdeck,3.5,601,True,VA
2SJxh2IiH8IuMjXzYoFRxw,Hu Tieu Mi La Cay Cho Lon,3.5,106,False,VA
2XLb692Q4OEjKE-VvJdoZg,Foxfire Grill,3.5,169,False,VA
2ZsrqWzEMXMz0Y8G-ysJSw,Auntie Anne's,3.0,8,False,VA
2b17LnV3seZM1LxhTaHh0Q,Red Robin Gourmet Burgers,3.0,246,False,VA
2jdWEuEZGsCQnWh46OB-CA,Verre Wine Bar,4.5,69,False,VA
2kQOPArGSs2KzA-FimAvRg,Noblis Cafe,3.0,8,False,VA
2kllGZbaejM9D7SGFdFYyQ,Popeyes Louisiana Kitchen,3.5,28,False,VA
2lpn08GQR_eYxhHvENPUaQ,Crisp & Juicy,3.5,47,False,VA
2mU31zkkPQ44lTsuTOXzGw,Park Avenue Cafe,3.0,7,False,VA
2mUvQB4aSk6P3S4l4prepg,CAVA,4.0,169,False,VA
2m_hDmvBwq50l2ZCwLzoyQ,A La Lucia,3.5,227,False,VA
2o0IfFdfQMyIk8P-dkI4mg,INCA Social,4.0,80,True,VA
2oeR4G6x7EXWlz6PrKuN6g,McLean Pizza Restaurant,3.5,76,False,VA
2pH0tyTSbPei1Awp6kJnZw,Italian Gourmet Deli,3.5,64,False,VA
2rBAHcTjWNUDdSpM3naVkg,Sweet Rice Thai Cuisine,3.5,167,False,VA
2roliWP7nb3fCsxGklZ0JQ,Golden China,3.5,24,False,VA
2tU3wCerA51T4ZoCV4b_6g,Tropical Smoothie Cafe,3.5,99,False,VA
2tvNoi4CVf9wHyYtofHO0Q,Goody's,4.0,302,True,VA
2udjeHWWqwWJvBn3i5K8Mg,Potbelly Sandwich Shop,3.5,23,False,VA
2ulA40er3o3tN9Ta7FdJeg,Blue Pearl Buffet,2.0,177,False,VA
2vy0bxECQ2qMFZa35L4ubQ,Huong Binh Bakery & Deli,3.5,77,False,VA
38tJPenJHXyT9g3NaV2AXA,Haute Dog and Fries,4.0,515,False,VA
3AUrNZj_o_vYTwrbPtcD8g,Atilla's Restaurant,4.0,191,False,VA
3Ccp1paCj5noyOHoqP1eeg,&pizza,4.0,178,False,VA
3Ch1yXqtd_FOoeD7-IN5PQ,La Madeleine French Bakery & Café,3.0,160,False,VA
3D6d3Shhfy68l5UeKji11w,Pizza Boli's,3.5,56,True,VA
3FX2YLm-mtO-LW-sg_dWQg,El Pulgarcito Restaurant,4.0,37,False,VA
3GvNa-Cw5ItkDkBYXkv2yA,Fairouz Mediterranean Cafe,3.0,100,True,VA
3IO6QXBX58za67MtKCVzPw,LōKL Gourmet,4.5,92,False,VA
3MXkFZEYOMN8rJm3Z3CPMw,Chipotle Mexican Grill,2.0,120,False,VA
3ONCQMhy-0Ns7OwAM-TIYQ,Taco Bell,2.5,37,True,VA
3PLfj9QmYt_xB3zxkj1cWQ,Newton's Cafe,4.0,1,False,VA
3Qd1At4B4DGnz242YVdOWg,Los Tios Grill,4.0,36,False,VA
3RXq4HWss9kBwq-EnY4RTw,Vocelli Pizza,2.5,40,False,VA
3X0mA-t8kSfJHhfU-55X2w,Espressamente illy,4.0,50,False,VA
3Y9FmshSS5TncxymBrsaqw,Ginger Beef,2.5,43,False,VA
3YgzcEWDgn1vPO2pswOeQA,Ravi Kabob House,4.0,677,True,VA
3ZAqDkFmua8WtLzGW2OB-w,Good To Go Cafe,1.5,3,False,VA
3_5dvDWhGbDIr2_2zZwS9g,The Original Pancake House,3.5,393,False,VA
3a4J2rYJpazXiIU57OSKEw,Subway,1.5,8,False,VA
