hours,id,name,price,rating,review_count,special_hours,state,cuisine
"[{'open': [{'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1000', 'end': '0500', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0500', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Bqp3deP_Fsizf-GeNO5WWg,Manny & Olga's Pizza,$,2.0,118,,DC,Sandwiches
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Br1yuLCQqMwN8R6RMyXTmg,QDOBA Mexican Eats,$,3.0,104,,DC,Mexican
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Br1yuLCQqMwN8R6RMyXTmg,QDOBA Mexican Eats,$,3.0,104,,DC,Fast Food
"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Bsbz4Imt_ZX4xWYuWRSPwA,618 Cocktail and Whiskey Lounge,,4.0,9,,DC,Cocktail Bars
"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",Bsbz4Imt_ZX4xWYuWRSPwA,618 Cocktail and Whiskey Lounge,,4.0,9,,DC,American (New)
"[{'open': [{'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Bshdw-_kNCGcFLrq0dQukw,North Gate Grill,$$,4.0,14,,DC,American (Traditional)
"[{'open': [{'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0630', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Bshdw-_kNCGcFLrq0dQukw,North Gate Grill,$$,4.0,14,,DC,Breakfast & Brunch
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1230', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",BwpMPsnE9XJnjhucvPtYng,Horace & Dickies,$$,3.0,98,,DC,Seafood
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Bzndj1PfsjNSvTi4IVuY9w,sweetgreen,$$,4.0,198,"[{'date': '2019-07-13', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-14', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-15', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-16', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-17', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-18', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-19', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-20', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-21', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-22', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-23', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-26', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-27', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-28', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-29', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-30', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-31', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]",DC,Salad
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",Bzndj1PfsjNSvTi4IVuY9w,sweetgreen,$$,4.0,198,"[{'date': '2019-07-13', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-14', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-15', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-16', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-17', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-18', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-19', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-20', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-21', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-22', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-23', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-24', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-26', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-27', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-28', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-29', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-30', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2019-07-31', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]",DC,Vegetarian
"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-7dHsrYGVLt_xSBequ7ZQ,Little Pearl,$$,4.0,182,,DC,Coffee & Tea
"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-7dHsrYGVLt_xSBequ7ZQ,Little Pearl,$$,4.0,182,,DC,Wine Bars
"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-7dHsrYGVLt_xSBequ7ZQ,Little Pearl,$$,4.0,182,,DC,American (Traditional)
"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '0830', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-VgqU0LdSmvDWSQ_K3_ZQ,Sal's Cafe,$,2.0,41,,DC,Cafes
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-zbsS4wlX5Z180MPutY1w,Roti Modern Mediterranean,$,3.5,100,,DC,Mediterranean
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-zbsS4wlX5Z180MPutY1w,Roti Modern Mediterranean,$,3.5,100,,DC,Vegetarian
"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C-zbsS4wlX5Z180MPutY1w,Roti Modern Mediterranean,$,3.5,100,,DC,Salad
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C1qQNGodMZI6MzKQ0XxLkw,Bel-Feast,$,4.5,38,,DC,Food Trucks
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C4NPRTTKxECtobZ4z9lahA,Convivial,$$,4.0,588,,DC,American (New)
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C4NPRTTKxECtobZ4z9lahA,Convivial,$$,4.0,588,,DC,French
"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1630', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C4NPRTTKxECtobZ4z9lahA,Convivial,$$,4.0,588,,DC,Bars
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",C6xnI8KL2jSzBnZYddtvfw,The Halal Guys,$$,3.5,130,,DC,Middle Eastern
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",C6xnI8KL2jSzBnZYddtvfw,The Halal Guys,$$,3.5,130,,DC,Halal
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C8sZ0mBWX3-waPWu8TQqCg,Cafe Aria,$,3.5,43,,DC,Cafes
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C8sZ0mBWX3-waPWu8TQqCg,Cafe Aria,$,3.5,43,,DC,Pizza
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1530', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",C8sZ0mBWX3-waPWu8TQqCg,Cafe Aria,$,3.5,43,,DC,Sandwiches
,CA2TPqMaPHZpU64z4_UrEA,Ali Baba Mediterranean Grill Truck,$,2.5,12,,DC,Food Trucks
,CA2TPqMaPHZpU64z4_UrEA,Ali Baba Mediterranean Grill Truck,$,2.5,12,,DC,Mediterranean
"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CNzBg4ipwVc8uB8OVGEYPQ,Panda Express,,3.0,6,,DC,Chinese
"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1600', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CNzBg4ipwVc8uB8OVGEYPQ,Panda Express,,3.0,6,,DC,Fast Food
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CPMvwWST-HuJwK30XWG-qw,Dominic's of New York,$,2.5,5,,DC,American (New)
"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CQHCeea9CzQfQxaSEYhoKQ,McDonald's,$,2.5,11,,DC,Fast Food
"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CQHCeea9CzQfQxaSEYhoKQ,McDonald's,$,2.5,11,,DC,Burgers
"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CQHCeea9CzQfQxaSEYhoKQ,McDonald's,$,2.5,11,,DC,Coffee & Tea
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CSMIDlfcNjetTIFppVHprw,Sculpture Garden Pavilion Cafe,$$,3.5,143,,DC,Cafes
"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",CSMIDlfcNjetTIFppVHprw,Sculpture Garden Pavilion Cafe,$$,3.5,143,,DC,Sandwiches
,CTW6UyXRR_i0ltvmqYxU3Q,Chicken To Go,,5.0,2,,DC,Breakfast & Brunch
,CTW6UyXRR_i0ltvmqYxU3Q,Chicken To Go,,5.0,2,,DC,American (Traditional)
,CTW6UyXRR_i0ltvmqYxU3Q,Chicken To Go,,5.0,2,,DC,Chicken Wings
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",CUdMdzv2aHDarw59h8VqHw,Northside Tavern,$$,4.5,19,,DC,American (New)
