hours,id,name,price,rating,review_count,special_hours,state,cuisine
"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-K2eWMSxttOqfC_e1jRrNQ,Cristis Deli & Bakery,$$$$,4.5,2,,VA,Bakeries
,-MobQu4DEp8-0QYcMgPr1w,Sunny's Deli,$,3.0,3,,VA,Delis
"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-MuONNrqXerEVzXTIlW4rw,Ruth's Chris Steak House,$$$,4.0,433,,VA,Steakhouses
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-O3vg6dLpWEzVqxyFK-ubA,Cafe America,$,3.5,2,,VA,Delis
"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1530', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-O3vg6dLpWEzVqxyFK-ubA,Cafe America,$,3.5,2,,VA,Sandwiches
,-P6w4FIWDz1PvT29iRBv-A,Jambalaya Bros,,4.5,14,,VA,Food Trucks
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-R0ydr_qu7rGhL8aWjha_w,China House,$,3.0,69,,VA,Chinese
,-TuboT7LNXr8cfzmtP9Qjw,Hometown Heros Food Truck,$,2.0,4,,VA,Sandwiches
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-VD0z7WYCD4P3hlNXd7abQ,Arosto Pizza - Dunn Loring Station,$$,4.0,80,,VA,Pizza
"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-VD0z7WYCD4P3hlNXd7abQ,Arosto Pizza - Dunn Loring Station,$$,4.0,80,,VA,Sandwiches
,-YvfMEGeZbyEmkQlfLQoTQ,Southern Fresca,,1.0,2,,VA,Latin American
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-ZVeyeJEL0jHiUO_-u8CAw,Rock It Grill,$$,3.0,268,,VA,Bars
"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-ZVeyeJEL0jHiUO_-u8CAw,Rock It Grill,$$,3.0,268,,VA,American (New)
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-dRL6yDxKwoth6KlloMrLg,Northside Social Coffee & Wine,$$,4.0,1176,,VA,American (Traditional)
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-dRL6yDxKwoth6KlloMrLg,Northside Social Coffee & Wine,$$,4.0,1176,,VA,Coffee & Tea
"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",-dRL6yDxKwoth6KlloMrLg,Northside Social Coffee & Wine,$$,4.0,1176,,VA,Wine Bars
"[{'open': [{'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1400', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",-fJExaZdJT03DbTGmxEuCg,Fuzion Hookah Lounge & Vape,$$,2.5,40,,VA,Halal
